2321	SRX004863
2321	SRX004864
2324	SRX004865
2324	SRX004866
2325	SRX004868
2326	SRX004867
2343	SRX004869
2345	SRX008136
2346	SRX011569
2347	SRX008138
2349	SRX008140
2351	SRX001872
2352	SRX001875
2353	SRX001874
2354	SRX001873
2387	SRX008139
2549	SRX015329
2580	SRX014006
2581	SRX014007
2582	SRX014008
2583	SRX014010
2584	SRX014009
2586	SRX003840
2586	SRX003841
2587	SRX014006
2588	SRX014007
2589	SRX014008
2590	SRX014010
2591	SRX014009
2592	SRX003834
2592	SRX003835
2593	SRX003836
2593	SRX003837
2594	SRX003838
2594	SRX003839
2676	SRX015641
2677	SRX015642
2678	SRX015643
2679	SRX015644
2680	SRX015645
2681	SRX015646
2682	SRX015647
2683	SRX015648
2684	SRX015649
2685	SRX015650
2686	SRX015651
2687	SRX015652
2835	SRX008136
2836	SRX001873
2837	SRX008138
2838	SRX008139
2839	SRX008140
2840	SRX004863
2841	SRX011569
2842	SRX004865
2843	SRX004869
2844	SRX004868
2845	SRX004867
2846	SRX001872
2847	SRX001875
2848	SRX001874
2866	SRR035393
2866	SRR023702
2866	SRR023737
2866	SRR023595
2866	SRR023680
2866	SRR023828
2866	SRR024220
2866	SRR023662
2867	SRR029236
2867	SRR023598
2867	SRR023674
2867	SRR023757
2867	SRR023548
2867	SRR029232
2867	SRR023712
2867	SRR023681
2868	SRR029230
2868	SRR023547
2868	SRR029234
2868	SRR023651
2868	SRR023730
2868	SRR023717
2868	SRR023607
2868	SRR023645
2869	SRR035394
2869	SRR023678
2869	SRR023664
2869	SRR023648
2869	SRR023543
2869	SRR023741
2869	SRR023825
2870	SRR023714
2870	SRR023823
2870	SRR023601
2870	SRR023752
2870	SRR023650
2870	SRR023698
2870	SRR024218
2870	SRR035395
2871	SRR023605
2871	SRR023606
2871	SRR029176
2871	SRR029233
2871	SRR023679
2871	SRR023658
2871	SRR023672
2871	SRR029231
2871	SRR023642
2871	SRR029235
2871	SRR023713
2871	SRR023550
2872	SRR035410
2872	SRR023835
2872	SRR023706
2872	SRR023646
2872	SRR023661
2872	SRR023597
2872	SRR023666
2873	SRR035411
2873	SRR023719
2873	SRR035223
2873	SRR023761
2873	SRR023824
2873	SRR024016
2873	SRR023670
2873	SRR035412
2873	SRR023542
2874	SRR023760
2874	SRR023677
2874	SRR023507
2874	SRR023649
2874	SRR027111
2874	SRR023731
2875	SRR023546
2875	SRR023726
2875	SRR023758
2875	SRR023638
2875	SRR035413
2875	SRR023697
2875	SRR023608
2875	SRR023640
2876	SRR023505
2876	SRR023690
2876	SRR023676
2876	SRR023742
2876	SRR027108
2876	SRR023683
2876	SRR023692
2877	SRR035392
2877	SRR023782
2877	SRR023865
2877	SRR026433
2877	SRR023739
2877	SRR035219
2877	SRR023729
2878	SRR023784
2878	SRR035217
2878	SRR023837
2878	SRR023687
2878	SRR023695
2878	SRR026432
2878	SRR023704
2879	SRR035414
2879	SRR023544
2879	SRR023647
2879	SRR023639
2879	SRR023833
2879	SRR023716
2879	SRR023689
2880	SRR035415
2880	SRR023756
2880	SRR023830
2880	SRR023541
2880	SRR023656
2880	SRR023708
2881	SRR023743
2881	SRR026431
2881	SRR023667
2881	SRR023829
2881	SRR023785
2881	SRR023721
2882	SRR023744
2882	SRR035218
2882	SRR026430
2882	SRR023748
2882	SRR024216
2882	SRR035391
2882	SRR023738
2882	SRR023783
2883	SRR023735
2883	SRR023827
2883	SRR035416
2883	SRR023653
2883	SRR023740
2883	SRR023723
2883	SRR023609
2884	SRR035418
2884	SRR023659
2884	SRR023199
2884	SRR024013
2884	SRR035417
2884	SRR023755
2884	SRR023747
2884	SRR023663
2884	SRR027110
2884	SRR023671
2885	SRR023745
2885	SRR027112
2885	SRR023705
2885	SRR023722
2885	SRR023502
2885	SRR023660
2886	SRR035406
2886	SRR023836
2886	SRR023746
2886	SRR035405
2886	SRR023669
2886	SRR024014
2886	SRR035220
2886	SRR023539
2886	SRR023696
2887	SRR035408
2887	SRR023732
2887	SRR024009
2887	SRR023668
2887	SRR023691
2887	SRR023654
2887	SRR023504
2887	SRR027113
2887	SRR035407
2887	SRR024217
2887	SRR023688
2888	SRR023749
2888	SRR024219
2888	SRR023596
2888	SRR023754
2888	SRR023549
2888	SRR023701
2888	SRR023603
2888	SRR023750
2888	SRR023759
2888	SRR035409
2888	SRR023657
2889	SRR024221
2889	SRR023694
2889	SRR035397
2889	SRR035396
2889	SRR023644
2889	SRR023727
2889	SRR023604
2889	SRR024010
2889	SRR023831
2890	SRR023602
2890	SRR035399
2890	SRR023703
2890	SRR024012
2890	SRR023643
2890	SRR035398
2890	SRR023832
2890	SRR023724
2890	SRR035221
2891	SRR023822
2891	SRR035400
2891	SRR023641
2891	SRR023734
2891	SRR023736
2891	SRR035401
2891	SRR023540
2891	SRR024011
2891	SRR023725
2892	SRR023707
2892	SRR023751
2892	SRR023720
2892	SRR023600
2892	SRR023715
2892	SRR023826
2892	SRR035402
2893	SRR024215
2893	SRR023673
2893	SRR023686
2893	SRR023503
2893	SRR023699
2893	SRR035222
2893	SRR027114
2893	SRR023700
2893	SRR023599
2893	SRR035403
2893	SRR023682
2894	SRR023684
2894	SRR023728
2894	SRR023718
2894	SRR027109
2894	SRR023665
2894	SRR023506
2895	SRR023711
2895	SRR023834
2895	SRR035404
2895	SRR023685
2895	SRR023538
2895	SRR024015
2895	SRR023733
